beer,beer_id,tasting_category_fine,A_malt_all,A_malt_grain,A_malt_bread,A_malt_cara,A_malt_burn,A_hops_all,A_hops_citrus,A_hops_tropical,A_hops_noble,A_hops_woody,A_esters_all,A_esters_ethac,A_esters_isoaa,A_esters_flower,A_esters_fruity,F_malt_all,F_malt_grain,F_malt_bread,F_malt_cara,F_malt_burn,F_hops_all,F_hops_citrus,F_hops_tropical,F_hops_noble,F_hops_woody,F_esters_all,F_esters_ethac,F_esters_isoaa,F_esters_flower,F_esters_fruity,acidity,bitternes,sweetness,X4vg,diacetyl,dms,metallic,stale_hops,t2n,orange,coriander,clove,lactic,acetic,barnyard,alcohol,aftertaste,body,co2,overall
206,54085015,Brown,0.06696099,-0.021413729,0.035445329,0.252766761,-0.360737803,-0.171838672,0.191384639,-0.396648352,0.212056753,-0.388050711,-0.071957065,0.232058986,0.0590775,-0.29532147,-0.171185175,0.170422809,-0.020963487,0.495430138,-0.521319044,0.192626839,-0.045622484,-0.410506733,-0.29675718,-0.251444524,-0.229727866,-0.029669519,0.159028139,-0.142189698,-0.278974393,-0.067101896,-0.380102803,-0.169869009,-0.383921012,-0.106759033,-0.455683931,-0.276391847,0.317570496,-0.38753494,-0.348340107,-0.246405648,-0.180678619,-0.220198636,-0.33198296,-0.29520557,-0.37825167,-0.097461365,-0.293891655,-0.182456467,0.182683729,0.377594392
53,5411681037004,Brown,1.078751504,0.031478512,0.525608566,1.422169226,0.07538597,-0.102544867,-0.35548337,-0.240377687,0.109954128,-0.233082037,0.171652828,0.381068851,0.096992694,-0.044835321,-0.366146047,0.887734168,0.19315135,0.654808679,0.675977337,0.20585308,0.510734358,-0.172854624,-0.292036281,0.611732762,-0.050419786,0.365739913,0.370128074,0.086834112,-0.160436977,-0.204068926,-0.410863329,0.324863543,-0.121474,-0.32980745,0.354541896,0.07228813,-0.0394306,-0.260071134,-0.247868787,-0.149478403,-0.176379582,-0.218965058,-0.307488368,-0.280143962,-0.249748706,0.910545086,0.4094861,0.481856161,-0.070238614,0.244402635
24,5411656050212,Kriek,-0.502815971,-0.113273971,-0.429247852,-0.493870265,-0.223953765,-0.647504259,-0.335441934,-0.260497454,-0.395125256,-0.020751197,0.30497783,0.279294021,-0.295869388,0.151638251,0.626811941,-0.565613416,-0.161060472,-0.417274206,-0.501364888,-0.379087342,-0.722722353,-0.452488971,-0.283492388,-0.588210877,0.060106911,0.308203435,0.161959715,-0.06980534,0.148855059,0.882170718,2.792664683,-1.008944055,-0.112981388,-0.482112706,-0.160428636,-0.40015322,0.378241624,0.137644099,-0.404578988,-0.231139286,-0.166492365,-0.197426812,0.81159757,2.032081356,0.172653836,-0.552229444,0.046166583,-0.735498076,-0.822665432,-0.466771674
136,54085176,Blond,0.102705628,0.114742249,-0.526030519,0.118263527,-0.044112955,0.234867728,-0.279698807,0.360380366,-0.04791951,-0.086187364,0.411989017,-0.025107655,0.73722939,-0.325070392,0.591780214,0.026541156,-0.061404263,-0.352343928,0.24661051,-0.489784166,0.340843886,-0.51325821,0.005177621,0.144306889,-0.484079168,0.360878928,-0.033168143,0.202746366,-0.385343773,-0.028753879,-0.295991511,-0.020828653,-0.314072571,-0.434653695,0.337134401,-0.358367006,0.004969599,-0.361025743,-0.488937098,0.424351338,1.506689123,0.193755631,-0.305115811,-0.262030858,-0.353126849,-0.159757137,-0.898338272,-0.147558492,-0.42383814,-0.252203528
69,5411081000332,Tripel,-0.240570641,-0.325731973,-0.242526222,0.152972394,-0.066818808,-0.323885128,-0.338784323,-0.083063945,-0.184146223,0.049339859,0.728342632,0.777232524,0.84709031,-0.336555345,0.056543272,0.222627096,-0.089356775,0.49605251,0.036468019,0.015074506,-0.400413817,-0.412007722,0.00421524,-0.248252012,-0.302601557,0.160625691,-0.040245925,-0.118060847,-0.090801531,-0.288462446,-0.366407898,-0.127241283,-0.307224052,-0.473926201,0.383463257,-0.125332508,-0.363067034,-0.01231303,0.323720187,-0.21880875,-0.18330242,-0.216298389,-0.324601223,-0.290500678,0.013937279,0.71764296,-0.12975026,0.435421845,0.409059261,0.148751764
180,5411633330047,Christmas,1.155883546,1.241209366,0.63093493,1.213596953,0.053459843,-0.37017978,0.265928816,-0.243624661,-0.089015186,-0.339815107,0.239695867,0.141068102,-0.229009716,0.166181331,0.425801506,1.003526717,0.90322846,0.644918406,1.341822053,-0.496449266,-0.318613427,-0.058791221,-0.00732086,-0.157512149,-0.274263008,0.78239939,0.330639927,0.390897397,0.044884751,0.647312375,-0.609832288,-0.391952512,1.505534366,-0.442140174,0.089666909,-0.517681306,-0.178709851,-0.344433963,-0.450762173,1.026898571,-0.165453094,-0.075279437,-0.287916731,-0.27415316,-0.336182168,0.744132016,-0.341882489,1.140576359,-0.238183285,-0.146116038
49,5410228208358,Blond,0.424358729,0.411676694,-0.260315298,0.264650492,0.618348928,-0.687694764,-0.407149307,-0.347583558,-0.626013258,0.46023989,-0.575345696,-0.308314265,-0.282925375,-0.184976941,-0.187376828,-0.059615928,0.009867975,-0.299812905,-0.306388146,0.25839657,-0.607430933,0.087553258,-0.379782183,-0.561727524,0.649382063,-0.280815715,-0.216942585,-0.209952874,-0.313401086,-0.175968668,-0.186843683,-0.697589179,0.729084914,1.745927719,0.797996455,0.35657048,-0.461030779,0.079073996,0.77030346,-0.224174694,-0.1626491,0.067760897,-0.33738911,-0.287612613,0.101285795,-0.769884605,-0.903361076,-0.167582843,-0.299281676,-0.174727113
243,5412138802510,Wheat,-0.426434237,0.209235496,-0.254129387,-0.55166984,-0.144531041,0.021243781,0.51580915,-0.414144832,0.214012551,-0.207826626,0.031395356,0.124720306,0.448298438,-0.17272701,0.041819278,-0.638742508,-0.16027119,-0.561705653,-0.144355547,-0.11725728,-0.333491994,0.052792483,-0.16158545,-0.236791991,-0.121549802,-0.168303842,-0.20984026,0.264833445,-0.297449026,-0.095850068,-0.369044063,-0.203941667,-0.173656791,0.751684377,-0.353543855,0.323185189,0.837312002,-0.358735719,-0.316139486,0.111032357,0.552275718,-0.222693093,-0.307014173,-0.278342102,-0.349452449,-0.351639437,0.086600744,-0.279682116,0.114678538,0.645732599
134,54004238,Strong ale,1.44834074,0.214595369,-0.022822216,2.016837218,0.217706066,-0.576441408,-0.448712589,0.080397161,-0.464668178,-0.132200587,0.472187504,0.60896285,-0.214166194,-0.130602198,-0.537123716,0.922711694,0.722764158,-0.657746037,0.659621737,-0.172371615,0.364300985,0.008090927,0.148763476,-0.029841396,0.241876373,0.998491997,0.195379618,0.330710053,-0.250021554,0.770277562,-0.505538399,0.103124766,0.779234753,-0.441325403,0.260472326,-0.181312531,0.655728208,-0.361597926,-0.272711212,-0.257633225,-0.159598885,-0.181500328,-0.25253453,-0.252076691,-0.352384794,1.517496669,0.295509153,1.141079371,-0.251031638,0.062902742
193,5411098700034,Blond,-0.635709537,-0.188068352,-0.194294517,-0.49441088,-0.303443347,0.150821955,0.484402809,0.477701228,-0.412721925,-0.055812479,0.537309538,-0.066773898,0.076011655,0.296691205,0.740878001,-0.334583491,-0.110357282,-0.070631128,-0.418995514,-0.061411293,-0.499157594,0.15044879,-0.294197242,-0.454714877,-0.327667967,0.124856607,0.279731393,-0.642599993,0.900098645,0.287594094,-0.189869014,0.051130397,-0.192635144,-0.30864112,-0.127461735,0.718900979,0.398917071,0.095759091,-0.210133807,-0.053372801,-0.179348095,-0.220350874,-0.305958122,-0.276604088,0.103185706,0.131321929,-0.482181395,-0.620101617,0.102720568,0.03127291
39,5430000193009,Hoppy,-0.22352402,-0.588883909,0.158462235,-0.137762506,0.018359015,1.803334214,1.128324537,0.899135513,2.123449551,1.171261498,0.331910147,0.103525027,0.206284374,0.308855412,-0.227002664,-0.478857516,-0.414271794,-0.598922891,-0.063485592,-0.218565739,2.201119254,1.205492055,1.63425887,2.364434371,1.186561745,-0.252422059,-0.117617859,-0.362180465,-0.081678598,-0.120431024,-0.297428162,1.480125301,-0.741203237,-0.595708299,-0.537891144,-0.342287434,-0.628370485,0.412580817,-0.281187714,-0.297576527,-0.239478139,-0.247785515,-0.291095012,-0.243888155,0.436616481,1.091233675,1.153902214,0.061463259,0.770230351,-0.013262404
240,5410783004594,Tripel,-0.412920619,0.007119106,0.084333236,-0.570380985,-0.158095797,0.580177765,-0.220080848,0.825494544,-0.03784329,0.534406379,0.374843983,0.029762827,0.256322523,1.254196852,-0.162335066,-0.010014934,-0.259674006,0.30280926,-0.539723244,0.213751894,0.533948983,-0.046213235,1.078706792,-0.259757999,0.077704996,0.459267292,0.156792549,0.608458518,0.59604968,0.190649841,-0.348322463,0.207799666,0.469688573,-0.330419244,-0.351783119,-0.487553842,-0.334528549,0.318839143,-0.009631935,-0.248464318,-0.171020968,-0.213774845,-0.3007086,-0.2680461,0.342223995,1.068717374,0.135555446,0.86059253,1.012370126,0.4823215
12,5410228141587,Lambic,0.522431202,-0.26139248,0.24650627,1.205252972,0.01115735,-0.92820461,-0.480933363,-0.080132458,-0.866740913,-0.293054678,1.417978097,-0.26575599,2.171745921,0.652678722,0.765103196,0.594946983,0.09479095,-0.134372157,0.988852479,-0.394253823,-1.21839115,-0.515532062,-0.168314173,-0.718408893,-0.31564685,1.372675042,-0.299638304,3.063107864,1.466346217,1.652085342,-0.361646675,-1.328931486,1.218779722,-0.461985027,2.140162176,-0.55488594,-0.296473283,-0.031932369,-0.183131875,-0.227350082,-0.173714185,-0.209413796,0.314393368,-0.316076671,0.006339912,-1.267534136,-0.358162894,-0.066373513,-0.802793788,-0.569656556
150,5425024150275,Brett/cofermented,0.398417851,0.111970017,0.203343868,-0.34099524,0.54545354,0.412696652,-0.257658768,-0.183763222,0.600421354,-0.293669381,0.244404907,0.107299784,-0.161824505,0.787218968,0.327971366,0.535292936,0.676583104,0.400150781,0.116902214,0.796159545,0.252561849,-0.022763755,-0.102864542,0.448836837,-0.016060993,0.050232251,-0.134066697,-0.033872558,0.284679061,0.032105093,-0.366788333,0.059292533,-0.646254419,0.109186291,-0.397262278,0.086402471,0.049910401,0.525043832,0.028908921,0.256378343,-0.160148109,0.231388079,-0.349896646,-0.15405448,0.546806063,0.074728195,0.372388481,0.456064628,-0.050935065,0.322681596
23,5411681014005,Tripel,-0.605247132,-0.238838444,-0.310258789,-0.466458462,-0.235908247,0.674695789,0.21467829,-0.238959344,0.713268144,-0.114835909,-0.539042006,-0.231568051,-0.48874417,-0.15017461,-0.489547448,-0.48771455,-0.124277272,-0.240381254,-0.378125466,-0.333787057,0.455103109,0.555753255,-0.303137109,0.518909772,-0.132273289,-0.658209309,-0.278596344,-0.423124831,-0.027142065,-0.414317401,-0.238702137,0.222678072,-0.62125465,-0.090003624,-0.125215724,0.228669164,0.00221593,-0.189074634,0.13121711,-0.138495982,-0.187998985,-0.064242449,-0.316063851,-0.284277061,-0.164323941,-0.044533363,-0.253006997,-0.350496548,0.525227413,0.19526671
226,5412186000715,Strong ale,0.170801068,-0.231946463,0.089056179,0.254382327,0.18949881,0.718470262,0.617989477,0.71947927,0.609305388,0.157440245,-0.179411224,0.110286706,-0.664175435,0.03465909,-0.302967075,0.552883706,0.348051328,0.454533326,0.629759938,0.166962026,0.628279944,-0.150447178,-0.316956802,0.348590399,0.36579455,-0.120947587,-0.394012899,-0.34861571,0.165186105,0.019065102,-0.516628879,0.564780291,-0.731511142,-0.273946967,-0.454447016,0.086116384,0.790916175,0.636756952,-0.347042146,-0.036022875,-0.166567823,-0.21838682,-0.310481809,-0.267194727,0.669321384,0.470100106,0.246319773,0.341305732,0.673684663,-0.058624428
29,5410702000331,Saison,-0.578026827,-0.175432971,-0.417977567,-0.511048961,-0.246441024,0.09570174,0.260725029,-0.317325955,0.26589556,-0.266476137,0.534911997,0.325997086,0.762527158,0.150091099,0.031781487,-0.407932506,0.00255474,-0.267937032,-0.510623422,-0.306636683,1.055438085,0.616122783,-0.254582242,0.958938837,0.218075497,-0.050158586,0.398050976,0.424379378,0.29839332,-0.448082244,-0.50340913,1.280267177,-0.350102451,0.97376784,0.121487169,0.279236576,-0.231112773,-0.350480847,-0.383441107,-0.232899061,-0.157613252,-0.207717344,-0.298918702,-0.277261904,-0.34205874,0.408373705,1.174490103,0.70184838,-0.087306982,0.059938349
132,5410702000379,Saison,-0.114269326,-0.303209885,-0.349446609,0.266920123,0.295990389,0.219989301,0.082062585,-0.335533358,0.342924444,1.3507197,-0.54102463,0.127434997,0.036603194,-0.10978697,-0.102391258,0.021013321,-0.50288975,-0.485383562,0.79261966,0.14517371,0.959185249,0.808689789,0.228682515,0.606344156,2.027262089,-0.274719321,-0.243784047,0.438680938,-0.326652949,0.047063498,-0.53906663,0.744655033,0.648285363,1.100441926,-0.090428651,0.142180993,0.422247157,0.337270454,0.101249013,1.150834822,0.314643956,-0.230298955,-0.333040478,-0.289586067,0.343686845,-0.23193304,0.511899137,0.094489926,0.61596984,-0.187626765
16,5411098700003,Dubbel,0.402102146,-0.184196026,1.244658784,-0.012743999,0.344794601,-0.409694624,-0.42144908,-0.393148507,0.041289132,-0.230208912,-0.640694942,-0.559457545,-0.395733441,-0.066561546,-0.228365015,0.285660876,0.11490357,-0.073230079,0.408108187,0.121321061,-0.196869739,-0.254956043,-0.319629026,-0.1917846,0.033244838,-0.186901152,-0.128679675,-0.132755003,0.170414516,0.040200791,-0.468558823,-0.258413009,-0.384597771,-0.184168833,-0.170408827,0.16426658,0.929190378,-0.107067809,0.155769461,-0.135144187,-0.18192213,-0.21769707,-0.304882645,-0.276372668,-0.099641194,-0.632939382,-0.217144455,-0.4953043,0.167398107,0.146352348
47,5412583240363,Tripel,0.107203697,-0.175972756,-0.028117006,-0.268441004,0.128374897,-0.320230646,-0.052703277,-0.412583326,-0.231533331,-0.203454404,-0.475743908,-0.533906998,-0.236448723,-0.31820154,-0.361447725,0.076346515,-0.048289478,0.552662736,-0.326030954,-0.043842808,-0.531503604,-0.138551629,-0.313769139,-0.294845317,-0.168560352,-0.142568005,-0.103338901,0.312417122,0.087377034,-0.230781399,-0.384763252,-0.171949104,-0.168028454,0.005135585,0.143724756,0.212372739,0.971565668,-0.360050926,0.186349801,-0.258195708,-0.198345162,0.164614773,-0.303155131,-0.269953922,-0.351799131,0.575787167,-0.553679599,0.19371087,0.489273861,-0.264914956
164,5425007658828,Blond,-0.373405593,-0.307489569,-0.170594726,-0.453922272,-0.271850258,0.37790735,-0.278800891,0.133436566,0.158618123,-0.278312821,-0.295012122,-0.241490198,-0.245247653,-0.408510714,-0.061546739,-0.837825756,-0.558708066,-0.246505502,-0.494199328,-0.258959931,0.480662049,-0.26004955,-0.127163175,0.342901542,-0.310444688,0.064871702,-0.035294218,0.091116833,-0.302299588,-0.187928126,-0.480623913,0.043342729,-0.228843404,-0.044021556,-0.300623369,0.771060127,0.890981822,-0.14313921,0.286438167,-0.227749707,-0.186646869,-0.22386688,-0.329386681,-0.298126863,-0.138327448,-0.027937418,-0.132059024,-0.065384822,0.210189322,0.293484471
115,5411516001453,Lambic,-0.466021505,0.147279879,-0.179593482,-0.348161515,-0.369212613,0.127102792,0.462649485,-0.132452164,0.279182667,-0.318333644,-0.443641504,-0.234774248,-0.643846699,0.824115313,-0.232747811,-0.179484175,0.242071704,-0.085874262,-0.154802965,-0.403620622,-0.300735691,-0.070823207,-0.087199145,-0.065596205,-0.356622805,-0.050217909,-0.000384462,-0.297717953,0.395293906,-0.238721691,0.884958326,-0.834594541,0.479779578,-0.479556175,-0.275477344,0.178205812,-0.267193621,0.141613704,0.575578405,4.437605259,0.702745562,0.212817266,0.704747631,0.06240727,0.158610944,-1.098331696,-0.368100673,-0.566612547,-0.240375826,0.427883259
149,5425031010012,Blond,1.033460048,1.228324771,2.089717818,-0.089786177,0.387547344,0.135886773,-0.140429685,-0.106867932,0.494211273,-0.236659642,0.659594287,0.743755662,0.648478602,-0.441750879,0.016030465,0.351107323,0.993106349,0.805475861,-0.501432053,-0.080786762,0.546344433,-0.005721055,-0.276181905,0.795421641,-0.271942284,0.872771224,0.918131813,0.66997478,-0.247569995,0.153101919,-0.334071065,0.279860463,-0.842444103,1.743709823,0.010623112,0.028803449,0.397616688,-0.15550353,-0.387671461,0.228332377,-0.170150457,-0.198518673,-0.284383559,-0.279969843,-0.338178284,0.243951128,-0.227281206,-0.172235975,0.101742608,0.08194516
80,5415152000313,Hoppy,-0.561924447,-0.03999089,-0.494678029,-0.495997296,-0.339668982,1.64624475,0.389551234,3.036732885,1.183398699,-0.329769384,-0.253356276,-0.394096987,-0.501631698,0.044457387,0.527466493,-0.635660327,-0.08673636,-0.533678263,-0.469166499,-0.314950805,1.580181886,1.283407116,1.573445854,1.170066609,0.054383685,-0.247629883,-0.419186911,-0.54553536,-0.140147525,0.143018311,-0.108753585,1.468837432,-0.498673712,-0.39729333,-0.368764922,-0.119147849,-0.534764797,-0.352271463,-0.462282809,-0.228287652,-0.166329579,-0.200984741,-0.311306183,-0.266568441,-0.344019668,0.66099438,0.111510351,0.41062428,0.311023314,0.245486879
120,850413005204,Hoppy,0.605907515,-0.643983407,0.263924819,0.994585003,0.570399649,0.605172347,-0.07023016,0.395848497,0.822207536,-0.190665376,0.158531963,-0.743197356,0.316719629,-0.514672007,0.079037516,0.525335657,0.062621539,-0.373155608,1.005416131,1.106565677,1.598223937,-0.245145842,0.578891455,0.531917269,0.843664393,-0.126076594,-0.468771943,0.354097272,-0.385343773,0.247371411,-0.487236732,1.493140297,-0.471291253,-0.09774679,-0.583067873,-0.746312157,-0.630156705,0.560494202,-0.488937098,-0.280404369,0.585528789,-0.246439993,-0.305115811,-0.262030858,0.649534635,0.55994324,0.823322275,0.431023095,-0.804393031,0.19943193
222,5425029490055,Brett/cofermented,-0.803804653,-0.263244888,-0.16716537,-0.365525073,-0.2089903,0.947570007,1.503777015,1.161322954,0.890406642,0.941769628,-0.521940323,-0.344580147,-0.47629711,-0.35232244,-0.2155516,-0.862330223,-0.509785358,-0.215508261,-0.496403774,0.035999794,0.672706143,0.915550279,0.217794039,1.062251969,0.883854549,-0.674921981,-0.246205191,-0.519236308,-0.268091392,-0.255965325,0.142651188,1.233931672,-0.729196495,0.168627697,-0.352611803,-0.274812305,-0.200483115,-0.059734706,0.185584976,-0.25410347,0.449611404,-0.202969443,-0.277969661,-0.260953251,-0.031033418,0.302706663,0.936680099,0.135270553,0.5709701,0.142671631
18,1882,Lambic,-0.222637948,0.155479063,-0.160345971,-0.55795569,-0.048813006,-0.207015184,-0.373254518,-0.382281215,0.002641194,0.560346891,-0.221461515,0.098874888,-0.253099736,-0.363833015,-0.347923851,-0.69692456,-0.138993513,-0.494423676,-0.535000676,-0.332142729,-0.073688148,-0.21079973,-0.329200828,0.052965553,-0.356622805,-0.177239156,-0.000384462,0.006479808,-0.321833721,-0.159966561,1.881478283,-0.33201976,-0.895585495,-0.321862384,0.052924197,0.506223949,0.51205097,1.237748036,-0.443718974,0.49677136,-0.166153374,-0.211564443,1.103985713,2.14116995,1.284702921,-0.680244925,0.63513169,-0.471050282,-0.264698219,0.090315145
98,54055315,Brown,-0.2361346,-0.490338093,-0.179556556,-0.07337308,0.348744979,-0.517683519,-0.460508626,-0.396648352,-0.275125331,0.214232142,-0.487118106,-0.716142879,-0.44586451,0.264986176,-0.540220028,0.327583877,-0.98088409,0.01106222,0.477508333,-0.005279371,-0.891770451,-0.327898513,-0.29675718,-0.749584994,-0.304710291,-0.490511072,-0.730822396,-0.427784191,0.062811409,-0.107098324,-0.321161268,-0.564428517,1.088542372,-0.162686284,0.466387303,0.046381276,-0.522793976,-0.211442002,0.307512592,0.113353609,-0.180678619,0.249461765,-0.33198296,-0.29520557,-0.202158733,-0.318650654,-0.643596922,-0.015505231,-0.599763136,0.043938717
221,5412896000067,Dubbel,0.163243469,0.373050556,-0.236012361,0.133361078,-0.344571392,-0.17148372,-0.231262715,-0.167881235,-0.318554246,0.178786979,-0.380799665,-0.625498998,-0.353706326,-0.280953176,-0.100340818,0.205038692,0.078538097,-0.025880949,-0.077593351,0.164346997,-0.005207326,0.041047997,-0.30098773,0.183496521,0.275153879,-0.263368562,-0.535268107,-0.265406974,-0.14554014,-0.113776643,-0.25188271,0.769783843,-0.636441798,1.125137933,-0.357110617,0.150748653,0.544640156,0.122236755,-0.138047589,0.034084614,-0.189554844,-0.216705748,-0.307661735,-0.277172747,0.138771081,-0.028069941,0.240805727,0.110984366,0.059229576,-0.2707043
32,54050051,Amber,0.586191671,-0.328000807,-0.16716537,1.046847298,-0.176779544,-0.680137901,-0.443415382,-0.254174656,-0.406838937,-0.214941519,0.10444662,-0.110123278,0.241442689,-0.447208447,0.339060154,0.130234563,-0.189483394,-0.139269823,0.357185471,0.017622743,-0.746656338,-0.39886376,-0.122505282,-0.756536247,0.256408328,0.160816063,0.00533429,0.319499102,-0.268091392,0.016922038,-0.254359205,-0.407018856,0.817026287,0.498166323,0.455057791,0.317675892,-0.402189129,0.763263093,0.042505637,-0.25410347,-0.166094786,-0.202969443,-0.277969661,-0.260953251,0.775983507,0.138035519,0.37243068,0.421523506,-0.261207666,0.088536209
27,5425036850019,Hoppy,-0.902480989,-0.098400653,-0.327571894,-0.558794088,-0.357277366,2.48783156,0.980352355,2.907884331,1.169182641,-0.426447857,-0.416876155,-0.175116092,-0.215817878,0.305912032,-0.689068908,-0.70184966,0.158935174,-0.305616442,-0.516226097,-0.495942224,2.201119254,1.950996089,2.082775257,1.751160194,0.117436988,0.365267566,-0.03080078,-0.252533177,1.283528216,0.261007512,-0.067933897,1.063175939,-0.635752364,-0.595708299,-0.537891144,-0.759028692,-0.218472842,-0.119912732,-0.094519998,-0.297576527,-0.239478139,-0.247785515,-0.291095012,-0.243888155,-0.095877068,0.590170673,0.836743698,0.310616411,1.436952695,1.078563983
13,5410228196600,Christmas,0.777015296,0.578941886,0.678622424,0.774041533,-0.07538163,-0.027259695,-0.268057556,-0.243624661,0.440461387,-0.047208155,0.046333235,0.129697389,0.007266816,-0.409647196,0.156310749,1.091770618,1.135832318,1.239453218,0.939601064,0.561019099,-0.106236531,-0.13222075,-0.312831347,0.168904077,-0.207611963,0.298665359,0.170633055,0.454753898,0.036229776,-0.010330072,-0.609832288,-0.231030437,-0.091312958,2.677586984,-0.138883073,-0.198707445,-0.310959132,-0.214398999,0.021798747,-0.268796309,-0.165453094,-0.204894583,-0.287916731,-0.27415316,-0.336182168,0.612454426,-0.109048019,0.359582595,-0.155372376,-0.19150513
174,5412583240356,Dubbel,0.09513115,-0.516458117,0.09734687,-0.041112847,-0.175527927,-0.026858572,-0.099130385,-0.241030507,0.051474601,-0.041815004,-0.664552145,-0.559960165,-0.212660724,-0.228908624,-0.112721183,0.249370256,-0.152976342,-0.137718803,-0.145191718,0.221551099,-0.247865024,-0.052608053,-0.319629026,-0.309680435,0.138220637,-0.303677136,-0.338148321,-0.226418465,-0.147103945,-0.133100844,-0.468558823,-0.014555928,-0.436729207,0.064033978,-0.078635984,-0.105839701,0.414627399,-0.366261189,-0.232057423,-0.257071775,-0.18192213,-0.21769707,-0.304882645,-0.276372668,-0.358834573,-0.422406742,-0.400607229,-0.133654835,0.407193218,0.254274606
79,5425029020054,Hoppy,2.167758541,-0.062057548,-0.494678029,1.601200994,3.721348488,-0.190179202,-0.152263043,-0.215144555,0.018163836,0.566027811,-0.616369537,-0.393118461,-0.501610387,-0.481751219,-0.136165381,1.456947196,-0.701427925,-0.393505892,0.506956335,2.713628885,0.556958948,-0.440045088,-0.140671155,-0.340788496,1.479699693,0.082472905,0.420491987,-0.032748982,-0.337577246,-0.074641548,-0.443857248,0.841808418,0.155972311,-0.537465588,-0.274095215,-0.510831944,-0.534764797,0.012746875,-0.372753606,-0.228287652,-0.166329579,-0.200984741,-0.311306183,-0.266568441,0.045462099,0.485163156,0.686271173,1.067456755,-0.047253488,0.458368997
118,5411364151119,West Flanders ale,0.129106502,-0.033629618,0.222012565,0.125142848,-0.346786162,-0.603258382,-0.260852832,-0.25467186,-0.45041005,0.314684433,1.325622381,1.170950376,-0.491892563,0.263067433,0.360858569,-0.597779,-0.23106613,-0.457261487,-0.128606289,-0.44568677,-0.78752649,-0.264058747,-0.156815523,-0.472356243,-0.31418741,1.144107905,1.100784006,-0.10030587,0.506121707,0.315151467,2.391215715,-0.851219657,0.708616925,-0.463237558,1.09160756,-0.247306836,-0.192767756,-0.326714263,-0.249000412,0.042050079,-0.163465732,-0.217791672,1.131113219,4.396779269,-0.318462468,-0.210721611,0.439570066,0.362748781,0.361027598,0.138191228
152,5410702001307,Wheat,-0.208874459,0.109448754,0.034726355,-0.314919827,-0.144531041,-0.456253478,-0.450663539,-0.154281408,-0.278183926,-0.129468117,-0.228316795,-0.145024309,0.046069115,-0.17272701,-0.057826097,-0.463319208,-0.027202111,0.055782907,-0.332719493,-0.032981802,-0.331713134,0.1033385,-0.309650477,-0.43399904,-0.125124446,-0.506252249,-0.428517882,-0.344316435,-0.297449026,0.161819563,-0.046961164,-0.306768442,-0.217366004,1.959445272,0.225295533,1.288362124,-0.29004831,-0.358735719,0.058137905,0.185472131,0.500836655,0.578657082,-0.307014173,-0.278342102,-0.349452449,0.015009908,-0.240871547,-0.042761689,0.296142415,-0.267720979
184,5412783055019,Fruitbeer,-0.646114029,-0.1512488,-0.208833966,-0.185523652,-0.403207114,-0.362504749,-0.21091604,-0.151589523,-0.054729096,-0.150474678,0.081016064,-0.699589973,0.204747188,0.111299996,0.030203107,-0.935274971,-0.447618885,-0.239562595,-0.381900974,-0.461876522,-0.15412944,0.878346772,0.252792478,-0.456889386,-0.603583764,0.396630988,-0.673875382,0.240813272,-0.432918788,0.93563416,1.350592167,-1.069987811,0.193543749,-0.634992482,-0.657461766,-0.01364644,-0.73722619,0.595362787,0.326496924,-0.269269329,-0.235029903,-0.268516935,2.395026951,1.032508471,0.597806346,-0.799410265,-0.322338902,-1.191783301,-1.092564617,-0.221669928
19,5425030060032,Amber,-0.725358691,-0.654966082,-0.317376137,-0.124032536,-0.385069853,0.643802895,0.421425624,0.954354103,0.406890559,1.314113665,-1.136025924,-0.532542328,-0.616560775,-0.198113714,-0.523121671,-0.754084597,-1.05080685,-0.264901074,-0.355747277,0.062478962,1.095053963,0.823702654,1.005014588,0.548532852,0.56381326,-0.454455809,-0.044920292,-0.519236308,-0.095462528,-0.295896098,-0.289916267,1.141360476,-0.814807926,-0.240975623,-0.193505955,0.12721951,-0.253408689,1.788636412,0.106193681,-0.25410347,-0.166094786,-0.202969443,-0.277969661,-0.260953251,1.810278471,0.147157431,0.777504713,0.226681934,0.77988805,-0.214693036
145,5415152000450,Saison,-0.788152541,-0.401478408,-0.285207909,-0.511048961,-0.337881829,1.800956957,1.817997731,3.063614044,0.723992767,-0.266476137,-0.141675819,-0.848913765,0.244759033,0.418147487,0.244185072,-1.003191387,-0.421266812,-0.529843831,-0.510623422,-0.403208036,1.257382037,1.249424065,2.601117846,0.910774695,0.458688347,-0.058649609,-0.52044398,0.15998688,-0.257345654,0.382160002,-0.061462349,-0.050867727,-0.207509307,-0.475285238,-0.310188308,0.111938674,-0.241887575,-0.198712701,-0.383441107,-0.027065011,0.392487842,-0.018973704,-0.298918702,-0.277261904,-0.190290594,0.235170292,-0.045583203,-0.285702181,0.742781036,0.68369159
